1650401326797929976,7883682
1650401326807762689,7883714
1650401326817616032,7883682
1650401326827439449,7883714
1650401326837287755,7883682
1650401326847156616,7883714
1650401326857082106,7883714
1650401326866834357,7883584
1650401326876650052,7883714
1650401326886486024,7883682
1650401326896324349,7883682
1650401326906233413,7883714
1650401326916077182,7883682
1650401326925878488,7883714
1650401326935712405,7883714
1650401326945565211,7883682
1650401326955390998,7883714
1650401326965235156,7883682
1650401326975084017,7883714
1650401326984947878,7883682
1650401326994753795,7883714
1650401327004590268,7883552
1650401327014520518,7883714
1650401327024359194,7883714
1650401327034197055,7883682
1650401327044035083,7883714
1650401327053880722,7883714
1650401327063724417,7883682
1650401327073548575,7883714
1650401327083392195,7883682
1650401327093228723,7883714
1650401327103078622,7883744
1650401327112919742,7883682
1650401327122783455,7883682
1650401327132591132,7883682
1650401327142435530,7883714
1650401327152266391,7883682
1650401327162106568,7883714
1650401327171953744,7883682
1650401327181770161,7883714
1650401327191617170,7883714
1650401327201456828,7883682
1650401327211307078,7883682
1650401327221143699,7883682
1650401327231003893,7883682
1650401327240811718,7883714
1650401327250657579,7883682
1650401327260494477,7883682
1650401327270341579,7883714
1650401327280218237,7883682
1650401327290040432,7883714
1650401327299856497,7883682
1650401327309696432,7883682
1650401327319525294,7883714
1650401327329396099,7883648
1650401327339249146,7883714
1650401327349044637,7883682
1650401327358884239,7883682
1650401327368726934,7883648
1650401327378577388,7883648
1650401327388394083,7883744
1650401327398236944,7883682
1650401327408083490,7883682
1650401327417917500,7883682
1650401327427743417,7883714
1650401327437596871,7883682
1650401327447447658,7883714
1650401327457270353,7883714
1650401327467117233,7883682
1650401327476950131,7883714
1650401327486791937,7883648
1650401327496623502,7883714
1650401327506460548,7883714
1650401327516301206,7883682
1650401327526137271,7883714
1650401327535982688,7883682
1650401327545825679,7883714
1650401327555677837,7883714
1650401327565504105,7883682
1650401327575334245,7883714
1650401327585171754,7883714
1650401327595030060,7883648
1650401327604890347,7883714
1650401327614708394,7883714
1650401327624535274,7883714
1650401327634369431,7883682
1650401327644203848,7883714
1650401327654051006,7883682
1650401327663950589,7883714
1650401327673775747,7883682
1650401327683593275,7883682
1650401327693671061,7883714
1650401327703335775,7883682
1650401327713130988,7883714
1650401327722971628,7883714
1650401327733103043,7883682
1650401327742660202,7883714
1650401327752555674,7883714
1650401327762228166,7883648
1650401327772071953,7883714
1650401327782008240,7883682
1650401327791739602,7883714
1650401327801598260,7883682
1650401327811399399,7883682
1650401327821245853,7883714
1650401327831099066,7883714
1650401327840936372,7883714
1650401327850780715,7883682
1650401327860583187,7883714
1650401327870491956,7883682
1650401327880297947,7883714
1650401327890167993,7883682
1650401327900002392,7883682
1650401327909819624,7883714
1650401327919682429,7883682
1650401327929496717,7883682
1650401327939400744,7883714
1650401327949227383,7883682
1650401327959022856,7883714
1650401327968891014,7883714
1650401327978698338,7883648
1650401327988549274,7883714
1650401327998516060,7883682
1650401328008223552,7883714
1650401328018083302,7883682
1650401328027872923,7883714
1650401328037752136,7883682
1650401328047636497,7883714
1650401328057425321,7883714
1650401328067306016,7883682
1650401328077425690,7883714
1650401328086982165,7883682
1650401328097668946,7883682
1650401328106636443,7883714
1650401328116486749,7883682
1650401328126286740,7883714
1650401328136134731,7883714
1650401328145980129,7883648
1650401328155837805,7883714
1650401328165633574,7883682
1650401328175443714,7883714
1650401328185290982,7883682
1650401328195142843,7883714
1650401328204994279,7883682
1650401328214896177,7883682
1650401328224636187,7883714
1650401328234504400,7883682
1650401328244345539,7883714
1650401328254270881,7883744
1650401328264149224,7883682
1650401328273922919,7883714
1650401328283691151,7883682
1650401328293539309,7883714
1650401328303373318,7883714
1650401328313235291,7883714
1650401328323050134,7883682
1650401328332921865,7883682
1650401328342735541,7883714
1650401328352596069,7883682
1650401328362477319,7883714
1650401328372240366,7883682
1650401328382088339,7883682
1650401328391897126,7883714
1650401328401748228,7883682
1650401328411565145,7883714
1650401328421397951,7883714
1650401328431285682,7883682
1650401328441112155,7883714
1650401328450939813,7883682
1650401328460751674,7883682
1650401328470587406,7883714
1650401328480424841,7883682
1650401328490308517,7883714
1650401328500315192,7883682
1650401328509968018,7883714
1650401328519833083,7883648
1650401328529641685,7883714
1650401328539500509,7883682
1650401328549521943,7883682
1650401328559155195,7883714
1650401328568974205,7883682
1650401328578828770,7883682
1650401328588806593,7883714
1650401328598579121,7883682
1650401328608324724,7883714
1650401328618173567,7883714
1650401328627992188,7883682
1650401328637852586,7883744
1650401328647749410,7883682
1650401328657516161,7883714
1650401328667365966,7883682
1650401328677170717,7883714
1650401328687051744,7883648
1650401328696925865,7883714
1650401328706789115,7883682
1650401328716629791,7883682
1650401328726393153,7883714
1650401328736238774,7883682
1650401328746102172,7883682
1650401328756015773,7883714
1650401328765823339,7883682
1650401328775584589,7883714
1650401328785443302,7883714
1650401328795294608,7883682
1650401328805106414,7883714
1650401328815000886,7883682
1650401328824795989,7883714
1650401328834640405,7883682
1650401328844443786,7883714
1650401328854334795,7883648
1650401328864182786,7883714
1650401328873984962,7883714
1650401328883839638,7883682
1650401328893701018,7883714
1650401328903554749,7883744
1650401328913425925,7883682
1650401328923190361,7883714
1650401328933167481,7883682
1650401328942909547,7883682
1650401328952849370,7883682
1650401328962549455,7883744
1650401328972380538,7883682
1650401328982283455,7883682
1650401328992052909,7883714
1650401329001900900,7883714
1650401329011708373,7883714
1650401329021582975,7883682
1650401329031482502,7883682
1650401329041248698,7883714
1650401329051103040,7883682
1650401329060908994,7883682
1650401329070847985,7883714
1650401329080742272,7883682
1650401329090535207,7883682
1650401329100413605,7883682
1650401329110236226,7883714
1650401329120090569,7883648
1650401329131043219,7883714
1650401329139744292,7883682
1650401329149589597,7883682
1650401329159469847,7883714
1650401329169235228,7883682
1650401329179062978,7883682
1650401329188918839,7883714
1650401329198781089,7883682
1650401329208573932,7883714
1650401329218447923,7883682
1650401329228245877,7883714
1650401329238111146,7883682
1650401329248054192,7883714
1650401329257792795,7883714
1650401329267708563,7883682
1650401329277545572,7883714
1650401329287359952,7883714
1650401329297164684,7883682
1650401329307066286,7883714
1650401329316916981,7883682
1650401329326755120,7883714
1650401329336586370,7883682
1650401329346400861,7883714
1650401329356233963,7883682
1650401329366126491,7883682
1650401329375830557,7883714
1650401329385699603,7883682
1650401329395502372,7883714
1650401329405364270,7883714
1650401329415238317,7883682
1650401329425038530,7883682
1650401329434935150,7883682
1650401329444727067,7883682
1650401329454563355,7883744
1650401329464497030,7883682
1650401329474289836,7883714
1650401329484147253,7883682
1650401329493935300,7883714
1650401329503817643,7883648
1650401329513645948,7883714
1650401329523522902,7883682
1650401329533351097,7883682
1650401329543149736,7883714
1650401329553010542,7883682
1650401329562855366,7883714
